branch_name,review_text,star_rating,date
BPI Buendia Center Branch,Employees are accomodating and their facilities are clean enough,4,6 years ago
BPI Buendia Center Branch,BPI CAM is not accepting cash for 2 consecutive weeks now,1,3 years ago
BPI Buendia Center Branch,Went here for transaction and they were fast and courteous,5,5 years ago
BPI Buendia Center Branch,Nothing i just dont really like it that much.,3,8 years ago
BPI Buendia Center Branch,Old but safe building.,5,8 years ago
BPI Buendia Center Branch,Welcoming ATM transaction area.,4,7 years ago
BPI Buendia Center Branch,Friendly User applications,5,a year ago
BPI Buendia Center Branch,Next to Pacific Star,4,6 years ago
BPI Buendia Center Branch,ok,3,8 years ago
BPI Buendia Center Branch,Lots of rats.,4,8 years ago
BPI Buendia Center Branch,MACS,5,2 years ago
BPI Buendia Center Branch,Im here :),5,12 years ago
BPI Buendia Center Branch,Bpi d'best,5,4 years ago
BPI Buendia Center Branch,It has BPI,4,8 years ago
BPI Buendia Center Branch,Bpi buendia,1,6 years ago
BPI Buendia Center Branch,"I went here at exactly 4:25 and they said its already cut off. The guards here are unprofessional, they just sit there and when you ask a question, the philosopher answers. Emoloyees are lazy, I hope you didn't take this job if you are like …",1,5 months ago
BPI Buendia Center Branch,I used to work here hehehehe,5,3 years ago
BPI Buendia Center Branch,"BPI
#goodhand",5,a year ago
BPI Buendia Center Branch,Oh Ms.😁 …,4,8 years ago
BPI Buendia Center Branch,Rude guards there,1,a year ago
BPI Buendia Center Branch,,4,a year ago
BPI Buendia Center Branch,,5,a year ago
BPI Buendia Center Branch,,5,2 years ago
BPI Buendia Center Branch,,5,2 years ago
BPI Buendia Center Branch,,5,3 years ago
BPI Buendia Center Branch,,5,3 years ago
BPI Buendia Center Branch,,5,3 years ago
BPI Buendia Center Branch,,3,4 years ago
BPI Buendia Center Branch,,5,4 years ago
BPI Buendia Center Branch,,5,4 years ago
BPI Buendia Center Branch,,5,4 years ago
BPI Buendia Center Branch,,5,4 years ago
BPI Buendia Center Branch,,5,4 years ago
BPI Buendia Center Branch,,5,4 years ago
BPI Buendia Center Branch,,4,4 years ago
BPI Buendia Center Branch,,5,6 years ago
BPI Buendia Center Branch,,3,6 years ago
BPI Buendia Center Branch,,4,6 years ago
BPI Buendia Center Branch,,3,7 years ago
BPI Buendia Center Branch,,5,7 years ago
BPI Buendia Center Branch,,5,7 years ago
BPI Buendia Center Branch,,5,7 years ago
BPI Buendia Center Branch,,5,7 years ago
BPI Buendia Center Branch,,4,7 years ago
BPI Buendia Center Branch,,4,8 years ago
BPI Buendia Center Branch,,4,8 years ago
BPI Buendia Center Branch,,5,8 years ago
BPI Buendia Center Branch,,4,8 years ago
BPI Buendia Center Branch,,4,8 years ago
BPI Buendia Center Branch,,3,8 years ago
BPI Buendia Center Branch,,4,8 years ago
BPI Buendia Center Branch,,4,8 years ago
BPI Buendia Center Branch,,4,8 years ago
BPI Buendia Center Branch,,5,8 years ago
BPI Buendia Center Branch,,3,8 years ago
BPI Buendia Center Branch,,4,8 years ago
BPI Buendia Center Branch,,3,8 years ago
BPI Buendia Center Branch,,4,8 years ago
BPI Buendia Center Branch,,4,9 years ago
BPI Buendia Center Branch,,5,10 years ago
BPI Buendia Center Branch,,5,11 years ago
BPI Buendia Malugay Branch,They didnt put a sign over the broken atm so now my moneys gone and i have to miss class just to get my card back. How do you fumble that.,1,6 months ago
BPI Buendia Malugay Branch,Very slow service. It will take you an average 1 hour just to finish a transaction (heck even just claim your ATM),1,a year ago
BPI Buendia Malugay Branch,"Service is really slow, bad client service",1,a year ago
BPI Buendia Malugay Branch,Worst BPI in the country..very slow queue..for me negative 5 if meron..,1,10 months ago
BPI Buendia Malugay Branch,Very polite and caring employees especially to seniors like me.,5,5 years ago
BPI Buendia Malugay Branch,"There is only one person in customer service and only one teller, so progress is very slow.",1,2 years ago
BPI Buendia Malugay Branch,Their services here are cheap.,1,6 months ago
BPI Buendia Malugay Branch,The movement is very slow. Just being honest.,1,2 years ago
BPI Buendia Malugay Branch,,1,a year ago
BPI Buendia Malugay Branch,,5,4 years ago
BPI Buendia Pasong Tamo Branch,"I noticed, some tellers would wait for the others to accommodate the clients. Doesn't the branch have enough cctvs to monitor lazy staff?",1,7 months ago
BPI Buendia Pasong Tamo Branch,"Very accommodating.
They are all knowledgeable about their jobs.
Kudos to teller 1 and teller 6 for helping me out. I wasn't able to get their names but all I can say Good job!",5,2 years ago
BPI Buendia Pasong Tamo Branch,"Tried calling their numbers multiple times, will answer the call but remain silent and hang up after a few seconds",1,7 months ago
BPI Buendia Pasong Tamo Branch,Consistently good service.,5,2 months ago
BPI Buendia Pasong Tamo Branch,Bad experience..,1,2 weeks ago
BPI Buendia Pasong Tamo Branch,They have hospitable Staffs and Employees.Great in providing excellent service.,5,Edited 7 years ago
BPI Buendia Pasong Tamo Branch,Very accomodating staff helped me process my payroll account and BPI Online Account.,5,3 years ago
BPI Buendia Pasong Tamo Branch,Very poor service. The line gets longer and longer as the staff talks to one another.,1,6 years ago
BPI Buendia Pasong Tamo Branch,Poor Service....,1,a year ago
BPI Buendia Pasong Tamo Branch,Slow action☹️☹️☹️,1,5 years ago
BPI Buendia Pasong Tamo Branch,"preferred customer here but not even entertained, wait for the call, I thought this was a privilege.",1,a year ago
BPI Buendia Pasong Tamo Branch,"They are slow to take care of it.. even with the release of ATMs, there is still not a single one left next week.",2,4 years ago
BPI Buendia Pasong Tamo Branch,,5,3 years ago
BPI Buendia Pasong Tamo Branch,,4,4 years ago
BPI Buendia Reposo Branch,"The worst BPI Branch. Every transaction here is extremely slow.
I wonder, if they even know the meaning of ""good customer service""
Worst!",1,8 months ago
BPI Buendia Reposo Branch,"No one answers the phone and if someone does, she's so unprofessional. It's so unBPI like.",1,5 years ago
BPI Buendia Reposo Branch,Super slow to think I will just pick-up my atm.,1,3 years ago
BPI Buendia Reposo Branch,Swift banking service,5,7 years ago
BPI Buendia Reposo Branch,,5,a year ago
BPI Buendia Reposo Branch,,1,5 years ago
BPI Cash And Carry Mall Branch,"Disappointing customer service. Just go to another branch.

We had to wait unusually long (around 30 minutes) when I was already next in …",2,Edited 11 months ago
BPI Cash And Carry Mall Branch,"Disappointing customer service. Today, at Counter 2, the staff was impolite. Despite being with a person with disabilities (PWD), our turn was hastily passed when attempting to use the ATM. When I approached the staff at Counter 2 for …",1,a year ago
BPI Cash And Carry Mall Branch,Bank for all consumers. They are open also during Saturdays. It has an ATM machine also.,5,5 years ago
BPI Cash And Carry Mall Branch,It's good that the branch has priority lane for senior. BUT often the queue monitor is broken. The tellers would even have to call for the numbers or annoyingly keep hitting their bells to call in for next customer. Unpleasant and unaccommodating security guards. Most customers just back out from the long wait.,2,8 years ago
BPI Cash And Carry Mall Branch,"They have a yellow ATM where you can deposit cash, which is very useful if you want to avoid lines. Make sure your cash has less to no folds. If the machine detects them, it'll give your folded bills back.",5,8 years ago
BPI Cash And Carry Mall Branch,"People here do not appear concerned for other people's time wasted for waiting...worse thing is the manager (tho he did not look like a manager) was just in his cellphone the entire time and never bothered to offer assistance...tsk, tsk, tsk",1,3 years ago
BPI Cash And Carry Mall Branch,It says here that bpi is open for saturdays. I went like 2 saturdays in a row yet they are not even open. Please edit your google schedule.,1,4 years ago
BPI Cash And Carry Mall Branch,Business Hours is from 10 am to 5:30 pm Monday to Friday. I got here at 9:20 am Monday because the info here says it’s 9 am. Refresh it.,2,2 years ago
BPI Cash And Carry Mall Branch,"Long line and super slow service.. took 2 hours, wasted so much time…",1,a year ago
BPI Cash And Carry Mall Branch,Slow service. Even ask me to come back to fill up an information sheet that should have been given first.,3,6 years ago
BPI Cash And Carry Mall Branch,"The worst BPI branch. If time is important to you, go somewhere else.",1,Edited 4 years ago
BPI Cash And Carry Mall Branch,faster transaction need improvement.,3,7 years ago
BPI Cash And Carry Mall Branch,"1. They are still open at 10am but Google says 9am. Is it difficult to edit info?
2. The guards, if not rude, are antipathetic, lacking in customer service, especially the old bald guy whose name is Mr. Vitin...as in bitin in training.",1,a year ago
BPI Cash And Carry Mall Branch,"Seriously, your time is advanced... It's less than 5.30pm and you're already closed, then you just say you're closed. You're so inconsiderate... Just make a deposit, there's no more than 2mins... You're too much.",1,a year ago
BPI Cash And Carry Mall Branch,"I filed a complaint because my card was debited but there is no dispense. While the consultant is processing it, their system went offline, so he said he would just call for the reference number within the day 2 days ago, there was no call. They don't keep promises.",1,Edited 6 years ago
