branch_name,review_text,star_rating,date,cleaned_text,bert_sentiment,rating_sentiment,bert_sentiment_analysis,rating_based_sentiment,branch_overall_sentiment,dataset_overall_sentiment
BPI Bangkal Branch,The process is very slow. Purp story!,1,5 years ago,the process is very slow. purp story!,Negative,Negative,Negative,Negative,Positive,Positive
BPI Bangkal Branch,No review text provided,5,a year ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Bangkal Branch,No review text provided,4,2 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Bangkal Branch,No review text provided,5,4 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Bel-Air Paseo Branch,"Seriously how slow can you get?  They have a fancy queuing system that's prepares your transaction before you get to the counter. However, when a number is called and the client is not present (probably having taken a number and then became frustrated with the pace at which it's moving) the cashier thinks that it's a time to chill out and relax.... for goodness sake, CALL THE NEXT NUMBER!!!!
Awful service, all the staff chit chatting and clients sitting watching them.",1,8 years ago,"seriously how slow can you get? they have a fancy queuing system thats prepares your transaction before you get to the counter. however, when a number is called and the client is not present probably having taken a number and then became frustrated with the pace at which its moving the cashier thinks that its a time to chill out and relax.... for goodness sake, call the next number!!!! awful service, all the staff chit chatting and clients sitting watching them.",Positive,Negative,Positive,Negative,Negative,Positive
BPI Bel-Air Paseo Branch,"Super slow service. Staff don’t care if you wait forever for a single transaction. Management sits pretty doing nothing and not helping while people wait. If you can bank with any other bank, don’t bank with BPI.",1,6 years ago,"super slow service. staff dont care if you wait forever for a single transaction. management sits pretty doing nothing and not helping while people wait. if you can bank with any other bank, dont bank with bpi.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Bel-Air Paseo Branch,This is literally the slowest bank I have ever been to. Thrice I've had to come here to do banking as it's the closest to the office and thrice I've walked out in disbelief. An hour to serve 6 customers for just deposits? Are you serious?,1,9 years ago,this is literally the slowest bank i have ever been to. thrice ive had to come here to do banking as its the closest to the office and thrice ive walked out in disbelief. an hour to serve 6 customers for just deposits? are you serious?,Positive,Negative,Positive,Negative,Negative,Positive
BPI Bel-Air Paseo Branch,Too slow service.,1,2 years ago,too slow service.,Negative,Negative,Negative,Negative,Negative,Positive
BPI Bel-Air Paseo Branch,So so,4,3 years ago,so so,Positive,Positive,Positive,Positive,Negative,Positive
BPI Bel-Air Paseo Branch,"I went around 3pm to open a payroll account, we weren't even five when I entered. I was given a number. Then in less than 10 seconds I was called for my turn. Even though there was only one person assisting at the window. And the rest were …",5,3 years ago,"i went around 3pm to open a payroll account, we werent even five when i entered. i was given a number. then in less than 10 seconds i was called for my turn. even though there was only one person assisting at the window. and the rest were ",Negative,Positive,Negative,Positive,Negative,Positive
BPI Bel-Air Paseo Branch,VERY SLOW SERVICE. SLOT NUMBER 6 LONG HAIR GIRL IS STRAIGHT. SLLLLOOOOOOOWWWW SERVICE. WORST BRANCH. MAN NUMBER 4 IS SLOW TO ASSIST. THE CHUBBY WITH EYE GLASSES SOMETIMES GOES. I HOPE LNG CLOSES THE BRANCH UNG GANTO TREATMENT OF THEIR CUSTOMERS.,1,6 years ago,very slow service. slot number 6 long hair girl is straight. sllllooooooowwww service. worst branch. man number 4 is slow to assist. the chubby with eye glasses sometimes goes. i hope lng closes the branch ung ganto treatment of their customers.,Negative,Negative,Negative,Negative,Negative,Positive
BPI Bel-Air Paseo Branch,"There are opening hours, then your phone just rings and no one answers. Next dial, it hangs up.",1,5 years ago,"there are opening hours, then your phone just rings and no one answers. next dial, it hangs up.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Bel-Air Paseo Branch,"I WILL GIVE NO STAR AT ALL!

Terrible! The service is so slow! 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ …",1,2 years ago,i will give no star at all! terrible! the service is so slow!  ,Positive,Negative,Positive,Negative,Negative,Positive
BPI Bel-Air Paseo Branch,No review text provided,1,7 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Bel-Air Paseo Branch,No review text provided,1,7 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Bel-Air Paseo Branch,No review text provided,1,8 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Bel-Air Paseo Branch,No review text provided,5,10 years ago,no review text provided,Positive,Positive,Positive,Positive,Negative,Positive
BPI Bel-Air Paseo Branch,No review text provided,4,10 years ago,no review text provided,Positive,Positive,Positive,Positive,Negative,Positive
BPI Bel-Air Polaris Branch,"The queue took forever. Staffs talk to each other from time to time, they will also do other stuffs as well. It wouldn’t take this much time if they focus on their jobs.",1,6 years ago,"the queue took forever. staffs talk to each other from time to time, they will also do other stuffs as well. it wouldnt take this much time if they focus on their jobs.",Positive,Negative,Positive,Negative,Positive,Positive
BPI Bel-Air Polaris Branch,Not so crowded in the morning. Staff are friendly.,5,2 years ago,not so crowded in the morning. staff are friendly.,Neutral,Positive,Neutral,Positive,Positive,Positive
